Landsat Product Identifier;Landsat Scene Identifier;Acquisition Date;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date L-1 Generated;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model (meters);Geometric RMSE Model X;Geometric RMSE Model Y;Image Quality; Processing Software Version;Sun Elevation;Sun Azimuth;TIRS SSM Model;Data Type Level-1;Sensor Identifier;Output Format;Corner UL Latitude Product;Corner UL Longitude Product;Corner UR Latitude Product;Corner UR Longitude Product;Corner LR Latitude Product;Corner LR Longitude Product;Corner LL Latitude Product;Corner LL Longitude Product;Panchromatic Lines;Panchromatic Samples;Reflective Lines;Reflective Samples;Thermal Lines;Thermal Samples;Map Projection Level-1;UTM Zone;Datum;Ellipsoid;Grid Cell Size Panchromatic;Grid Cell Size Reflective;Grid Cell Size Thermal;Orientation;Resampling Option;Bias Parameter File Name OLI;Bias Parameter File Name TIRS; Calibration Parameter File;RLUT File Name;Center Latitude;Center Longitude;NW Corner Lat;NW Corner Long;NE Corner Lat;NE Corner Long;SE Corner Lat;SE Corner Long;SW Corner Lat;SW Corner Long;Center Latitude dec;Center Longitude dec;NW Corner Lat dec;NW Corner Long dec;NE Corner Lat dec;NE Corner Long dec;SE Corner Lat dec;SE Corner Long dec;SW Corner Lat dec;SW Corner Long dec;Display ID;Ordering ID;Browse Link
LC08_L1TP_233084_20151230_20170331_01_T1;LC82330842015364LGN01;30-12-2015;T1;1;233;84;233;84;NADIR;-0.001;31-03-2017;2015:364:14:33:55.4825590;2015:364:14:34:27.2525550;LGN;DAY;5.89;5.65;611;4;6.556;4.974;4.271;9;LPGS_2.7.0;58.97250119;77.27152391;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55553   (33°33'19.91""S)";" -71.86632   (71°51'58.75""W)";"-33.94696   (33°56'49.06""S)";" -69.84201   (69°50'31.24""W)";"-35.66618   (35°39'58.25""S)";" -70.30519   (70°18'18.68""W)";"-35.26779   (35°16'04.04""S)";" -72.37123  (72°22'16.43""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20151230140651_20151230145018.01;LT8BPF20151225202015_20160110080819.04;LC08CPF_20151001_20151231_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.28""S";"71°05'46.50""W";"33°33'19.91""S";"71°51'58.75""W";"33°56'49.06""S";"69°50'31.24""W";"35°39'58.25""S";"70°18'18.68""W";"35°16'04.04""S";"72°22'16.43""W";-34.61091;-71.09625;-33.55553;-71.86632;-33.94696;-69.84201;-35.66618;-70.30519;-35.26779;-72.37123;LC08_L1TP_233084_20151230_20170331_01_T1;LC08_L1TP_233084_20151230_20170331_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842015364LGN01
LC08_L1TP_233084_20160115_20170405_01_T1;LC82330842016015LGN02;15-01-2016;T1;1;233;84;233;84;NADIR;-0.001;05-04-2017;2016:015:14:33:53.6134850;2016:015:14:34:25.3834820;LGN;DAY;1.44;1.38;634;4;6.136;4.61;4.05;9;LPGS_2.7.0;56.58381136;75.52518699;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55522   (33°33'18.79""S)";" -71.86434   (71°51'51.62""W)";"-33.94661   (33°56'47.80""S)";" -69.83975   (69°50'23.10""W)";"-35.66576   (35°39'56.74""S)";" -70.30278   (70°18'10.01""W)";"-35.26740   (35°16'02.64""S)";" -72.36912  (72°22'08.83""W)";15441;15341;7721;7671;7721;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160115140601_20160115145016.01;LT8BPF20160110081635_20160124145303.01;LC08CPF_20160101_20160331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.05""S";"71°05'38.65""W";"33°33'18.79""S";"71°51'51.62""W";"33°56'47.80""S";"69°50'23.10""W";"35°39'56.74""S";"70°18'10.01""W";"35°16'02.64""S";"72°22'08.83""W";-34.61057;-71.09407;-33.55522;-71.86434;-33.94661;-69.83975;-35.66576;-70.30278;-35.2674;-72.36912;LC08_L1TP_233084_20160115_20170405_01_T1;LC08_L1TP_233084_20160115_20170405_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842016015LGN02
LC08_L1TP_233084_20160319_20170328_01_T1;LC82330842016079LGN01;19-03-2016;T1;1;233;84;233;84;NADIR;-0.001;27-03-2017;2016:079:14:33:36.1315720;2016:079:14:34:07.9015690;LGN;DAY;1.74;3.74;595;4;7.216;4.795;5.393;9;LPGS_2.7.0;42.86955439;50.65309896;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55569   (33°33'20.48""S)";" -71.86048   (71°51'37.73""W)";"-33.94667   (33°56'48.01""S)";" -69.83612   (69°50'10.03""W)";"-35.66597   (35°39'57.49""S)";" -70.29874   (70°17'55.46""W)";"-35.26803   (35°16'04.91""S)";" -72.36486  (72°21'53.50""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160319140121_20160319144711.02;LT8BPF20160309080230_20160324033852.01;LC08CPF_20160101_20160331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.17""S";"71°05'24.47""W";"33°33'20.48""S";"71°51'37.73""W";"33°56'48.01""S";"69°50'10.03""W";"35°39'57.49""S";"70°17'55.46""W";"35°16'04.91""S";"72°21'53.50""W";-34.61088;-71.09013;-33.55569;-71.86048;-33.94667;-69.83612;-35.66597;-70.29874;-35.26803;-72.36486;LC08_L1TP_233084_20160319_20170328_01_T1;LC08_L1TP_233084_20160319_20170328_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842016079LGN01
LC08_L1TP_233084_20160404_20170327_01_T1;LC82330842016095LGN01;04-04-2016;T1;1;233;84;233;84;NADIR;-0.001;26-03-2017;2016:095:14:33:27.0355730;2016:095:14:33:58.8055700;LGN;DAY;1.26;1.21;607;4;7.817;5.062;5.957;9;LPGS_2.7.0;38.62530086;44.42603754;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55573   (33°33'20.63""S)";" -71.85194   (71°51'06.98""W)";"-33.94664   (33°56'47.90""S)";" -69.82753   (69°49'39.11""W)";"-35.66593   (35°39'57.35""S)";" -70.29004   (70°17'24.14""W)";"-35.26807   (35°16'05.05""S)";" -72.35621  (72°21'22.36""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160404140112_20160404144502.01;LT8BPF20160324055900_20160407213750.01;LC08CPF_20160401_20160630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.17""S";"71°04'53.40""W";"33°33'20.63""S";"71°51'06.98""W";"33°56'47.90""S";"69°49'39.11""W";"35°39'57.35""S";"70°17'24.14""W";"35°16'05.05""S";"72°21'22.36""W";-34.61088;-71.0815;-33.55573;-71.85194;-33.94664;-69.82753;-35.66593;-70.29004;-35.26807;-72.35621;LC08_L1TP_233084_20160404_20170327_01_T1;LC08_L1TP_233084_20160404_20170327_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842016095LGN01
LC08_L1TP_233084_20160522_20170324_01_T1;LC82330842016143LGN01;22-05-2016;T1;1;233;84;233;84;NADIR;-0.001;24-03-2017;2016:143:14:33:25.2203240;2016:143:14:33:56.9903210;LGN;DAY;8.58;8.67;342;4;9.57;6.272;7.228;9;LPGS_2.7.0;27.07453593;33.73438573;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55514   (33°33'18.50""S)";" -71.89037   (71°53'25.33""W)";"-33.94733   (33°56'50.39""S)";" -69.86573   (69°51'56.63""W)";"-35.66627   (35°39'58.57""S)";" -70.32969   (70°19'46.88""W)";"-35.26710   (35°16'01.56""S)";" -72.39606  (72°23'45.82""W)";15441;15341;7721;7671;7721;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160522140022_20160522143900.01;LT8BPF20160522121054_20160606055146.01;LC08CPF_20160401_20160630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.70""S";"71°07'13.87""W";"33°33'18.50""S";"71°53'25.33""W";"33°56'50.39""S";"69°51'56.63""W";"35°39'58.57""S";"70°19'46.88""W";"35°16'01.56""S";"72°23'45.82""W";-34.61075;-71.12052;-33.55514;-71.89037;-33.94733;-69.86573;-35.66627;-70.32969;-35.2671;-72.39606;LC08_L1TP_233084_20160522_20170324_01_T1;LC08_L1TP_233084_20160522_20170324_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842016143LGN01
LC08_L1TP_233084_20160607_20170324_01_T1;LC82330842016159LGN01;07-06-2016;T1;1;233;84;233;84;NADIR;-0.001;24-03-2017;2016:159:14:33:29.7162690;2016:159:14:34:01.4862650;LGN;DAY;7.34;6.98;321;4;9.785;6.655;7.174;9;LPGS_2.7.0;24.83894476;32.98037705;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55500   (33°33'18.00""S)";" -71.87751   (71°52'39.04""W)";"-33.94711   (33°56'49.60""S)";" -69.85303   (69°51'10.91""W)";"-35.66609   (35°39'57.92""S)";" -70.31694   (70°19'00.98""W)";"-35.26701   (35°16'01.24""S)";" -72.38315  (72°22'59.34""W)";15441;15341;7721;7671;7721;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160607140027_20160607143905.01;LT8BPF20160606063351_20160620173313.01;LC08CPF_20160401_20160630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.09""S";"71°06'27.97""W";"33°33'18.00""S";"71°52'39.04""W";"33°56'49.60""S";"69°51'10.91""W";"35°39'57.92""S";"70°19'00.98""W";"35°16'01.24""S";"72°22'59.34""W";-34.61058;-71.10777;-33.555;-71.87751;-33.94711;-69.85303;-35.66609;-70.31694;-35.26701;-72.38315;LC08_L1TP_233084_20160607_20170324_01_T1;LC08_L1TP_233084_20160607_20170324_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842016159LGN01
LC08_L1TP_233084_20160927_20170319_01_T1;LC82330842016271LGN02;27-09-2016;T1;1;233;84;233;84;NADIR;-0.001;19-03-2017;2016:271:14:34:02.4464970;2016:271:14:34:34.2164940;LGN;DAY;4.31;5.81;539;4;7.705;5.232;5.657;9;LPGS_2.7.0;46.89919235;47.39051482;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55534   (33°33'19.22""S)";" -71.86186   (71°51'42.70""W)";"-33.94715   (33°56'49.74""S)";" -69.83742   (69°50'14.71""W)";"-35.66625   (35°39'58.50""S)";" -70.30099   (70°18'03.56""W)";"-35.26748   (35°16'02.93""S)";" -72.36716  (72°22'01.78""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160927140100_20160927144825.01;LT8BPF20160917100055_20161002083254.01;LC08CPF_20160701_20160930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.17""S";"71°05'30.88""W";"33°33'19.22""S";"71°51'42.70""W";"33°56'49.74""S";"69°50'14.71""W";"35°39'58.50""S";"70°18'03.56""W";"35°16'02.93""S";"72°22'01.78""W";-34.61088;-71.09191;-33.55534;-71.86186;-33.94715;-69.83742;-35.66625;-70.30099;-35.26748;-72.36716;LC08_L1TP_233084_20160927_20170319_01_T1;LC08_L1TP_233084_20160927_20170319_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842016271LGN02
LC08_L1TP_233084_20161114_20170318_01_T1;LC82330842016319LGN01;14-11-2016;T1;1;233;84;233;84;NADIR;-0.001;18-03-2017;2016:319:14:34:08.6573230;2016:319:14:34:40.4273200;LGN;DAY;9.75;9.28;604;4;6.753;5.136;4.385;9;LPGS_2.7.0;59.87231773;64.91949837;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55552   (33°33'19.87""S)";" -71.87440   (71°52'27.84""W)";"-33.94709   (33°56'49.52""S)";" -69.85002   (69°51'00.07""W)";"-35.66622   (35°39'58.39""S)";" -70.31330   (70°18'47.88""W)";"-35.26770   (35°16'03.72""S)";" -72.37943  (72°22'45.95""W)";15441;15341;7721;7671;7721;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20161114140528_20161114145031.01;LT8BPF20161031082742_20161114181604.01;LC08CPF_20161001_20161231_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.31""S";"71°06'15.70""W";"33°33'19.87""S";"71°52'27.84""W";"33°56'49.52""S";"69°51'00.07""W";"35°39'58.39""S";"70°18'47.88""W";"35°16'03.72""S";"72°22'45.95""W";-34.61092;-71.10436;-33.55552;-71.8744;-33.94709;-69.85002;-35.66622;-70.3133;-35.2677;-72.37943;LC08_L1TP_233084_20161114_20170318_01_T1;LC08_L1TP_233084_20161114_20170318_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842016319LGN01
LC08_L1TP_233084_20170101_20170312_01_T1;LC82330842017001LGN01;01-01-2017;T1;1;233;84;233;84;NADIR;-0.001;12-03-2017;2017:001:14:34:01.1874950;2017:001:14:34:32.9574930;LGN;DAY;1.6;1.53;633;4;6.572;4.942;4.332;9;LPGS_2.7.0;58.62445606;77.18342694;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55526   (33°33'18.94""S)";" -71.86797   (71°52'04.69""W)";"-33.94659   (33°56'47.72""S)";" -69.84333   (69°50'35.99""W)";"-35.66575   (35°39'56.70""S)";" -70.30627   (70°18'22.57""W)";"-35.26745   (35°16'02.82""S)";" -72.37265  (72°22'21.54""W)";15441;15341;7721;7671;7721;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170101140633_20170101145024.01;LT8BPF20161230070504_20170113003504.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"34°36'37.94""S";"71°05'51.58""W";"33°33'18.94""S";"71°52'04.69""W";"33°56'47.72""S";"69°50'35.99""W";"35°39'56.70""S";"70°18'22.57""W";"35°16'02.82""S";"72°22'21.54""W";-34.61054;-71.09766;-33.55526;-71.86797;-33.94659;-69.84333;-35.66575;-70.30627;-35.26745;-72.37265;LC08_L1TP_233084_20170101_20170312_01_T1;LC08_L1TP_233084_20170101_20170312_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842017001LGN01
LC08_L1TP_233084_20170117_20170311_01_T1;LC82330842017017LGN01;17-01-2017;T1;1;233;84;233;84;NADIR;-0.001;11-03-2017;2017:017:14:33:57.3834950;2017:017:14:34:29.1534920;LGN;DAY;0.51;0.49;624;4;6.525;5.041;4.143;9;LPGS_2.7.0;56.13669309;74.90175528;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55572   (33°33'20.59""S)";" -71.86672   (71°52'00.19""W)";"-33.94693   (33°56'48.95""S)";" -69.84220   (69°50'31.92""W)";"-35.66612   (35°39'58.03""S)";" -70.30503   (70°18'18.11""W)";"-35.26796   (35°16'04.66""S)";" -72.37130  (72°22'16.68""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170117140605_20170117145020.01;LT8BPF20170113025501_20170126095930.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.53""S";"71°05'46.93""W";"33°33'20.59""S";"71°52'00.19""W";"33°56'48.95""S";"69°50'31.92""W";"35°39'58.03""S";"70°18'18.11""W";"35°16'04.66""S";"72°22'16.68""W";-34.61098;-71.09637;-33.55572;-71.86672;-33.94693;-69.8422;-35.66612;-70.30503;-35.26796;-72.3713;LC08_L1TP_233084_20170117_20170311_01_T1;LC08_L1TP_233084_20170117_20170311_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842017017LGN01
LC08_L1TP_233084_20170202_20170215_01_T1;LC82330842017033LGN00;02-02-2017;T1;1;233;84;233;84;NADIR;-0.001;15-02-2017;2017:033:14:33:50.3493120;2017:033:14:34:22.1193090;LGN;DAY;7.71;8.22;595;4;6.932;5.044;4.756;9;LPGS_2.7.0;53.19511959;70.02554417;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55326   (33°33'11.74""S)";" -71.85529   (71°51'19.04""W)";"-33.94433   (33°56'39.59""S)";" -69.83097   (69°49'51.49""W)";"-35.66817   (35°40'05.41""S)";" -70.29495   (70°17'41.82""W)";"-35.27013   (35°16'12.47""S)";" -72.36112  (72°21'40.03""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170202140446_20170202145013.01;LT8BPF20170126100746_20170211131243.01;LC08CPF_20170101_20170331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.74""S";"71°05'08.38""W";"33°33'11.74""S";"71°51'19.04""W";"33°56'39.59""S";"69°49'51.49""W";"35°40'05.41""S";"70°17'41.82""W";"35°16'12.47""S";"72°21'40.03""W";-34.61076;-71.08566;-33.55326;-71.85529;-33.94433;-69.83097;-35.66817;-70.29495;-35.27013;-72.36112;LC08_L1TP_233084_20170202_20170215_01_T1;LC08_L1TP_233084_20170202_20170215_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842017033LGN00
LC08_L1TP_233084_20170218_20170228_01_T1;LC82330842017049LGN00;18-02-2017;T1;1;233;84;233;84;NADIR;-0.001;28-02-2017;2017:049:14:33:43.9053080;2017:049:14:34:15.6753050;LGN;DAY;1.65;1.58;628;4;6.798;4.839;4.774;9;LPGS_2.7.0;49.88666019;63.53510856;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55551   (33°33'19.84""S)";" -71.85255   (71°51'09.18""W)";"-33.94652   (33°56'47.47""S)";" -69.82809   (69°49'41.12""W)";"-35.66581   (35°39'56.92""S)";" -70.29071   (70°17'26.56""W)";"-35.26785   (35°16'04.26""S)";" -72.35692  (72°21'24.91""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170218140241_20170218145006.01;LT8BPF20170211153314_20170225082016.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.66""S";"71°04'55.60""W";"33°33'19.84""S";"71°51'09.18""W";"33°56'47.47""S";"69°49'41.12""W";"35°39'56.92""S";"70°17'26.56""W";"35°16'04.26""S";"72°21'24.91""W";-34.61074;-71.08211;-33.55551;-71.85255;-33.94652;-69.82809;-35.66581;-70.29071;-35.26785;-72.35692;LC08_L1TP_233084_20170218_20170228_01_T1;LC08_L1TP_233084_20170218_20170228_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842017049LGN00
LC08_L1TP_233084_20170306_20170316_01_T1;LC82330842017065LGN01;06-03-2017;T1;1;233;84;233;84;NADIR;-0.001;16-03-2017;2017:065:14:33:37.1325510;2017:065:14:34:08.9025480;LGN;DAY;0.75;0.72;625;4;6.947;4.96;4.865;9;LPGS_2.7.0;46.19172642;56.42052722;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55563   (33°33'20.27""S)";" -71.85248   (71°51'08.93""W)";"-33.94654   (33°56'47.54""S)";" -69.82802   (69°49'40.87""W)";"-35.66585   (35°39'57.06""S)";" -70.29054   (70°17'25.94""W)";"-35.26798   (35°16'04.73""S)";" -72.35675  (72°21'24.30""W)";15441;15321;7721;7661;7721;7661;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170306140122_20170306144712.01;LT8BPF20170225090252_20170313050703.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.81""S";"71°04'55.31""W";"33°33'20.27""S";"71°51'08.93""W";"33°56'47.54""S";"69°49'40.87""W";"35°39'57.06""S";"70°17'25.94""W";"35°16'04.73""S";"72°21'24.30""W";-34.61078;-71.08203;-33.55563;-71.85248;-33.94654;-69.82802;-35.66585;-70.29054;-35.26798;-72.35675;LC08_L1TP_233084_20170306_20170316_01_T1;LC08_L1TP_233084_20170306_20170316_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330842017065LGN01
