Landsat Product Identifier;Landsat Scene Identifier;Acquisition Date;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date L-1 Generated;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model (meters);Geometric RMSE Model X;Geometric RMSE Model Y;Image Quality; Processing Software Version;Sun Elevation;Sun Azimuth;TIRS SSM Model;Data Type Level-1;Sensor Identifier;Output Format;Corner UL Latitude Product;Corner UL Longitude Product;Corner UR Latitude Product;Corner UR Longitude Product;Corner LR Latitude Product;Corner LR Longitude Product;Corner LL Latitude Product;Corner LL Longitude Product;Panchromatic Lines;Panchromatic Samples;Reflective Lines;Reflective Samples;Thermal Lines;Thermal Samples;Map Projection Level-1;UTM Zone;Datum;Ellipsoid;Grid Cell Size Panchromatic;Grid Cell Size Reflective;Grid Cell Size Thermal;Orientation;Resampling Option;Bias Parameter File Name OLI;Bias Parameter File Name TIRS; Calibration Parameter File;RLUT File Name;Center Latitude;Center Longitude;NW Corner Lat;NW Corner Long;NE Corner Lat;NE Corner Long;SE Corner Lat;SE Corner Long;SW Corner Lat;SW Corner Long;Center Latitude dec;Center Longitude dec;NW Corner Lat dec;NW Corner Long dec;NE Corner Lat dec;NE Corner Long dec;SE Corner Lat dec;SE Corner Long dec;SW Corner Lat dec;SW Corner Long dec;Display ID;Ordering ID;Browse Link
LC08_L1TP_232084_20150105_20170415_01_T1;LC82320842015005LGN01;05-01-2015;T1;1;232;84;232;84;NADIR;-0.001;15-04-2017;2015:005:14:27:40.6387750;2015:005:14:28:12.4087710;LGN;DAY;0.75;0.75;482;4;5.496;3.587;4.165;9;LPGS_2.7.0;58.10856029;76.97868403;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55539   (33°33'19.40""S)";" -70.31413   (70°18'50.87""W)";"-33.94716   (33°56'49.78""S)";" -68.28713   (68°17'13.67""W)";"-35.66611   (35°39'58.00""S)";" -68.74998   (68°44'59.93""W)";"-35.26737   (35°16'02.53""S)";" -70.81876  (70°49'07.54""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150105140015_20150105144403.02;LT8BPF20141222180001_20150106000000.02;LC08CPF_20150101_20150302_01.01;LC08RLUT_20130211_20150302_01_11.h5;"34°36'38.95""S";"69°32'33.40""W";"33°33'19.40""S";"70°18'50.87""W";"33°56'49.78""S";"68°17'13.67""W";"35°39'58.00""S";"68°44'59.93""W";"35°16'02.53""S";"70°49'07.54""W";-34.61082;-69.54261;-33.55539;-70.31413;-33.94716;-68.28713;-35.66611;-68.74998;-35.26737;-70.81876;LC08_L1TP_232084_20150105_20170415_01_T1;LC08_L1TP_232084_20150105_20170415_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015005LGN01
LC08_L1TP_232084_20150121_20170413_01_T1;LC82320842015021LGN01;21-01-2015;T1;1;232;84;232;84;NADIR;-0.001;13-04-2017;2015:021:14:27:35.7718350;2015:021:14:28:07.5418310;LGN;DAY;6.49;6.49;402;4;5.321;3.51;3.999;9;LPGS_2.7.0;55.50458436;74.05837981;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55515   (33°33'18.54""S)";" -70.31071   (70°18'38.56""W)";"-33.94679   (33°56'48.44""S)";" -68.28379   (68°17'01.64""W)";"-35.66577   (35°39'56.77""S)";" -68.74650   (68°44'47.40""W)";"-35.26717   (35°16'01.81""S)";" -70.81521  (70°48'54.76""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150121135923_20150121144334.01;LT8BPF20150106000000_20150131235959.03;LC08CPF_20150101_20150302_01.01;LC08RLUT_20130211_20150302_01_11.h5;"34°36'37.84""S";"69°32'20.94""W";"33°33'18.54""S";"70°18'38.56""W";"33°56'48.44""S";"68°17'01.64""W";"35°39'56.77""S";"68°44'47.40""W";"35°16'01.81""S";"70°48'54.76""W";-34.61051;-69.53915;-33.55515;-70.31071;-33.94679;-68.28379;-35.66577;-68.7465;-35.26717;-70.81521;LC08_L1TP_232084_20150121_20170413_01_T1;LC08_L1TP_232084_20150121_20170413_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015021LGN01
LC08_L1TP_232084_20150222_20170412_01_T1;LC82320842015053LGN01;22-02-2015;T1;1;232;84;232;84;NADIR;-0.001;12-04-2017;2015:053:14:27:26.2891770;2015:053:14:27:58.0591740;LGN;DAY;5.64;5.64;445;4;6.084;4.23;4.373;9;LPGS_2.7.0;49.08782225;62.04597644;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55528   (33°33'19.01""S)";" -70.31885   (70°19'07.86""W)";"-33.94672   (33°56'48.19""S)";" -68.29174   (68°17'30.26""W)";"-35.66568   (35°39'56.45""S)";" -68.75415   (68°45'14.94""W)";"-35.26728   (35°16'02.21""S)";" -70.82305  (70°49'22.98""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150222135602_20150222144213.02;LT8BPF20150201000000_20150228235959.02;LC08CPF_20150101_20150302_01.01;LC08RLUT_20130211_20150302_01_11.h5;"34°36'37.91""S";"69°32'49.38""W";"33°33'19.01""S";"70°19'07.86""W";"33°56'48.19""S";"68°17'30.26""W";"35°39'56.45""S";"68°45'14.94""W";"35°16'02.21""S";"70°49'22.98""W";-34.61053;-69.54705;-33.55528;-70.31885;-33.94672;-68.29174;-35.66568;-68.75415;-35.26728;-70.82305;LC08_L1TP_232084_20150222_20170412_01_T1;LC08_L1TP_232084_20150222_20170412_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015053LGN01
LC08_L1TP_232084_20150310_20170412_01_T1;LC82320842015069LGN01;10-03-2015;T1;1;232;84;232;84;NADIR;-0.001;12-04-2017;2015:069:14:27:16.3410680;2015:069:14:27:48.1110650;LGN;DAY;1.33;1.33;454;4;6.561;4.33;4.929;9;LPGS_2.7.0;45.31615636;54.91281345;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55541   (33°33'19.48""S)";" -70.30878   (70°18'31.61""W)";"-33.94670   (33°56'48.12""S)";" -68.28189   (68°16'54.80""W)";"-35.66576   (35°39'56.74""S)";" -68.74420   (68°44'39.12""W)";"-35.26751   (35°16'03.04""S)";" -70.81289  (70°48'46.40""W)";15581;15461;7791;7731;7791;7731;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150310135505_20150310144203.01;LT8BPF20150310135111_20150310144256.06;LC08CPF_20150302_20150331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.30""S";"69°32'13.31""W";"33°33'19.48""S";"70°18'31.61""W";"33°56'48.12""S";"68°16'54.80""W";"35°39'56.74""S";"68°44'39.12""W";"35°16'03.04""S";"70°48'46.40""W";-34.61064;-69.53703;-33.55541;-70.30878;-33.9467;-68.28189;-35.66576;-68.7442;-35.26751;-70.81289;LC08_L1TP_232084_20150310_20170412_01_T1;LC08_L1TP_232084_20150310_20170412_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015069LGN01
LC08_L1TP_232084_20150513_20170409_01_T1;LC82320842015133LGN01;13-05-2015;T1;1;232;84;232;84;NADIR;0;08-04-2017;2015:133:14:26:38.9170340;2015:133:14:27:10.6870300;LGN;DAY;5.75;5.75;402;4;7.835;5.061;5.98;9;LPGS_2.7.0;28.9271975;34.96042855;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55561   (33°33'20.20""S)";" -70.32187   (70°19'18.73""W)";"-33.94665   (33°56'47.94""S)";" -68.29507   (68°17'42.25""W)";"-35.66579   (35°39'56.84""S)";" -68.75710   (68°45'25.56""W)";"-35.26781   (35°16'04.12""S)";" -70.82570  (70°49'32.52""W)";15581;15461;7791;7731;7791;7731;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150513135339_20150513153121.01;LT8BPF20150513134946_20150513143331.01;LC08CPF_20150401_20150630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.70""S";"69°33'00.04""W";"33°33'20.20""S";"70°19'18.73""W";"33°56'47.94""S";"68°17'42.25""W";"35°39'56.84""S";"68°45'25.56""W";"35°16'04.12""S";"70°49'32.52""W";-34.61075;-69.55001;-33.55561;-70.32187;-33.94665;-68.29507;-35.66579;-68.7571;-35.26781;-70.8257;LC08_L1TP_232084_20150513_20170409_01_T1;LC08_L1TP_232084_20150513_20170409_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015133LGN01
LC08_L1TP_232084_20150614_20170408_01_T1;LC82320842015165LGN01;14-06-2015;T1;1;232;84;232;84;NADIR;-0.001;07-04-2017;2015:165:14:26:54.7520740;2015:165:14:27:26.5220700;LGN;DAY;9.05;9.05;312;4;8.147;4.885;6.52;9;LPGS_2.7.0;24.2640404;33.12725221;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55474   (33°33'17.06""S)";" -70.34808   (70°20'53.09""W)";"-33.94749   (33°56'50.96""S)";" -68.32130   (68°19'16.68""W)";"-35.66628   (35°39'58.61""S)";" -68.78534   (68°47'07.22""W)";"-35.26655   (35°15'59.58""S)";" -70.85388  (70°51'13.97""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150614135355_20150614143254.01;LT8BPF20150614134958_20150614143348.01;LC08CPF_20150401_20150630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'37.94""S";"69°34'38.10""W";"33°33'17.06""S";"70°20'53.09""W";"33°56'50.96""S";"68°19'16.68""W";"35°39'58.61""S";"68°47'07.22""W";"35°15'59.58""S";"70°51'13.97""W";-34.61054;-69.57725;-33.55474;-70.34808;-33.94749;-68.3213;-35.66628;-68.78534;-35.26655;-70.85388;LC08_L1TP_232084_20150614_20170408_01_T1;LC08_L1TP_232084_20150614_20170408_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015165LGN01
LC08_L1TP_232084_20150716_20170407_01_T1;LC82320842015197LGN01;16-07-2015;T1;1;232;84;232;84;NADIR;0;06-04-2017;2015:197:14:27:11.2309250;2015:197:14:27:43.0009210;LGN;DAY;5.94;5.94;252;4;7.693;4.803;6.009;9;LPGS_2.7.0;25.27849024;35.40591946;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55511   (33°33'18.40""S)";" -70.34879   (70°20'55.64""W)";"-33.94775   (33°56'51.90""S)";" -68.32226   (68°19'20.14""W)";"-35.66657   (35°39'59.65""S)";" -68.78625   (68°47'10.50""W)";"-35.26695   (35°16'01.02""S)";" -70.85455  (70°51'16.38""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150716135408_20150716153150.01;LT8BPF20150716135014_20150716143406.01;LC08CPF_20150701_20150930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.28""S";"69°34'40.91""W";"33°33'18.40""S";"70°20'55.64""W";"33°56'51.90""S";"68°19'20.14""W";"35°39'59.65""S";"68°47'10.50""W";"35°16'01.02""S";"70°51'16.38""W";-34.61091;-69.57803;-33.55511;-70.34879;-33.94775;-68.32226;-35.66657;-68.78625;-35.26695;-70.85455;LC08_L1TP_232084_20150716_20170407_01_T1;LC08_L1TP_232084_20150716_20170407_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015197LGN01
LC08_L1TP_232084_20150817_20170406_01_T1;LC82320842015229LGN01;17-08-2015;T1;1;232;84;232;84;NADIR;0;05-04-2017;2015:229:14:27:21.6616040;2015:229:14:27:53.4316000;LGN;DAY;0.7;0.7;271;4;7.563;5.127;5.56;9;LPGS_2.7.0;32.32195921;39.66855767;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55522   (33°33'18.79""S)";" -70.32891   (70°19'44.08""W)";"-33.94777   (33°56'51.97""S)";" -68.30216   (68°18'07.78""W)";"-35.66657   (35°39'59.65""S)";" -68.76599   (68°45'57.56""W)";"-35.26704   (35°16'01.34""S)";" -70.83451  (70°50'04.24""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150817135419_20150817153200.01;LT8BPF20150817135025_20150817143449.01;LC08CPF_20150701_20150930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'39.35""S";"69°33'28.76""W";"33°33'18.79""S";"70°19'44.08""W";"33°56'51.97""S";"68°18'07.78""W";"35°39'59.65""S";"68°45'57.56""W";"35°16'01.34""S";"70°50'04.24""W";-34.61093;-69.55799;-33.55522;-70.32891;-33.94777;-68.30216;-35.66657;-68.76599;-35.26704;-70.83451;LC08_L1TP_232084_20150817_20170406_01_T1;LC08_L1TP_232084_20150817_20170406_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015229LGN01
LC08_L1TP_232084_20150902_20170404_01_T1;LC82320842015245LGN01;02-09-2015;T1;1;232;84;232;84;NADIR;0;04-04-2017;2015:245:14:27:26.5969500;2015:245:14:27:58.3669470;LGN;DAY;2.34;2.34;301;4;6.972;4.63;5.213;9;LPGS_2.7.0;37.52767779;42.23182039;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55487   (33°33'17.53""S)";" -70.32257   (70°19'21.25""W)";"-33.94735   (33°56'50.46""S)";" -68.29576   (68°17'44.74""W)";"-35.66616   (35°39'58.18""S)";" -68.75949   (68°45'34.16""W)";"-35.26670   (35°16'00.12""S)";" -70.82808  (70°49'41.09""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150902135424_20150902153205.01;LT8BPF20150902135030_20150902144006.01;LC08CPF_20150701_20150930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.05""S";"69°33'05.62""W";"33°33'17.53""S";"70°19'21.25""W";"33°56'50.46""S";"68°17'44.74""W";"35°39'58.18""S";"68°45'34.16""W";"35°16'00.12""S";"70°49'41.09""W";-34.61057;-69.55156;-33.55487;-70.32257;-33.94735;-68.29576;-35.66616;-68.75949;-35.2667;-70.82808;LC08_L1TP_232084_20150902_20170404_01_T1;LC08_L1TP_232084_20150902_20170404_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015245LGN01
LC08_L1TP_232084_20150918_20170404_01_T1;LC82320842015261LGN01;18-09-2015;T1;1;232;84;232;84;NADIR;-0.001;03-04-2017;2015:261:14:27:35.2612130;2015:261:14:28:07.0312090;LGN;DAY;5.44;5.44;315;4;7.445;5.132;5.393;9;LPGS_2.7.0;43.29030551;45.26363118;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55494   (33°33'17.78""S)";" -70.33610   (70°20'09.96""W)";"-33.94736   (33°56'50.50""S)";" -68.30920   (68°18'33.12""W)";"-35.66615   (35°39'58.14""S)";" -68.77284   (68°46'22.22""W)";"-35.26675   (35°16'00.30""S)";" -70.84151  (70°50'29.44""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150918135432_20150918153238.01;LT8BPF20150918135038_20150918144215.01;LC08CPF_20150701_20150930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.02""S";"69°33'54.14""W";"33°33'17.78""S";"70°20'09.96""W";"33°56'50.50""S";"68°18'33.12""W";"35°39'58.14""S";"68°46'22.22""W";"35°16'00.30""S";"70°50'29.44""W";-34.61056;-69.56504;-33.55494;-70.3361;-33.94736;-68.3092;-35.66615;-68.77284;-35.26675;-70.84151;LC08_L1TP_232084_20150918_20170404_01_T1;LC08_L1TP_232084_20150918_20170404_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015261LGN01
LC08_L1TP_232084_20151223_20170331_01_T1;LC82320842015357LGN01;23-12-2015;T1;1;232;84;232;84;NADIR;-0.001;31-03-2017;2015:357:14:27:46.2087560;2015:357:14:28:17.9787530;LGN;DAY;8.31;8.31;388;4;6.52;4.231;4.961;9;LPGS_2.7.0;59.7932639;76.97832246;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55508   (33°33'18.29""S)";" -70.32818   (70°19'41.45""W)";"-33.94704   (33°56'49.34""S)";" -68.30163   (68°18'05.87""W)";"-35.66605   (35°39'57.78""S)";" -68.76484   (68°45'53.42""W)";"-35.26711   (35°16'01.60""S)";" -70.83318  (70°49'59.45""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20151223140042_20151223153935.02;LT8BPF20151211180214_20151225175916.04;LC08CPF_20151001_20151231_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.27""S";"69°33'25.34""W";"33°33'18.29""S";"70°19'41.45""W";"33°56'49.34""S";"68°18'05.87""W";"35°39'57.78""S";"68°45'53.42""W";"35°16'01.60""S";"70°49'59.45""W";-34.61063;-69.55704;-33.55508;-70.32818;-33.94704;-68.30163;-35.66605;-68.76484;-35.26711;-70.83318;LC08_L1TP_232084_20151223_20170331_01_T1;LC08_L1TP_232084_20151223_20170331_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842015357LGN01
LC08_L1TP_232084_20160209_20170330_01_T1;LC82320842016040LGN01;09-02-2016;T1;1;232;84;232;84;NADIR;-0.001;29-03-2017;2016:040:14:27:37.4508950;2016:040:14:28:09.2208910;LGN;DAY;6.51;6.51;449;4;5.809;3.744;4.442;9;LPGS_2.7.0;51.94285346;67.63685166;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55541   (33°33'19.48""S)";" -70.31619   (70°18'58.28""W)";"-33.94712   (33°56'49.63""S)";" -68.28931   (68°17'21.52""W)";"-35.66610   (35°39'57.96""S)";" -68.75213   (68°45'07.67""W)";"-35.26742   (35°16'02.71""S)";" -70.82080  (70°49'14.88""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160209135746_20160209153726.02;LT8BPF20160208080723_20160223100557.01;LC08CPF_20160101_20160331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.84""S";"69°32'40.92""W";"33°33'19.48""S";"70°18'58.28""W";"33°56'49.63""S";"68°17'21.52""W";"35°39'57.96""S";"68°45'07.67""W";"35°16'02.71""S";"70°49'14.88""W";-34.61079;-69.5447;-33.55541;-70.31619;-33.94712;-68.28931;-35.6661;-68.75213;-35.26742;-70.8208;LC08_L1TP_232084_20160209_20170330_01_T1;LC08_L1TP_232084_20160209_20170330_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842016040LGN01
LC08_L1TP_232084_20160616_20170324_01_T1;LC82320842016168LGN01;16-06-2016;T1;1;232;84;232;84;NADIR;0;23-03-2017;2016:168:14:27:19.6217210;2016:168:14:27:51.3917180;LGN;DAY;5.77;5.77;248;4;8.063;4.727;6.532;9;LPGS_2.7.0;24.16245369;33.08250545;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55483   (33°33'17.39""S)";" -70.32090   (70°19'15.24""W)";"-33.94737   (33°56'50.53""S)";" -68.29427   (68°17'39.37""W)";"-35.66624   (35°39'58.46""S)";" -68.75814   (68°45'29.30""W)";"-35.26670   (35°16'00.12""S)";" -70.82654  (70°49'35.54""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160616135417_20160616143319.01;LT8BPF20160606063351_20160620173313.01;LC08CPF_20160401_20160630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.12""S";"69°33'00.14""W";"33°33'17.39""S";"70°19'15.24""W";"33°56'50.53""S";"68°17'39.37""W";"35°39'58.46""S";"68°45'29.30""W";"35°16'00.12""S";"70°49'35.54""W";-34.61059;-69.55004;-33.55483;-70.3209;-33.94737;-68.29427;-35.66624;-68.75814;-35.2667;-70.82654;LC08_L1TP_232084_20160616_20170324_01_T1;LC08_L1TP_232084_20160616_20170324_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842016168LGN01
LC08_L1TP_232084_20160920_20170321_01_T1;LC82320842016264LGN01;20-09-2016;T1;1;232;84;232;84;NADIR;-0.001;20-03-2017;2016:264:14:27:51.9858290;2016:264:14:28:23.7558260;LGN;DAY;4.28;4.28;386;4;6.97;4.474;5.344;9;LPGS_2.7.0;44.34880294;45.76004528;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55491   (33°33'17.68""S)";" -70.32285   (70°19'22.26""W)";"-33.94714   (33°56'49.70""S)";" -68.29607   (68°17'45.85""W)";"-35.66605   (35°39'57.78""S)";" -68.75952   (68°45'34.27""W)";"-35.26684   (35°16'00.62""S)";" -70.82807  (70°49'41.05""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160920135425_20160920153231.01;LT8BPF20160917100055_20161002083254.01;LC08CPF_20160701_20160930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'37.91""S";"69°33'06.16""W";"33°33'17.68""S";"70°19'22.26""W";"33°56'49.70""S";"68°17'45.85""W";"35°39'57.78""S";"68°45'34.27""W";"35°16'00.62""S";"70°49'41.05""W";-34.61053;-69.55171;-33.55491;-70.32285;-33.94714;-68.29607;-35.66605;-68.75952;-35.26684;-70.82807;LC08_L1TP_232084_20160920_20170321_01_T1;LC08_L1TP_232084_20160920_20170321_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842016264LGN01
LC08_L1TP_232084_20161022_20170319_01_T1;LC82320842016296LGN01;22-10-2016;T1;1;232;84;232;84;NADIR;-0.001;18-03-2017;2016:296:14:27:58.6216390;2016:296:14:28:30.3916360;LGN;DAY;3.76;3.76;402;4;6.477;4.377;4.774;9;LPGS_2.7.0;55.09887904;55.11519895;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55507   (33°33'18.25""S)";" -70.33533   (70°20'07.19""W)";"-33.94714   (33°56'49.70""S)";" -68.30866   (68°18'31.18""W)";"-35.66609   (35°39'57.92""S)";" -68.77193   (68°46'18.95""W)";"-35.26705   (35°16'01.38""S)";" -70.84038  (70°50'25.37""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20161022135719_20161022153612.01;LT8BPF20161016160913_20161031081406.01;LC08CPF_20161001_20161231_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.27""S";"69°33'50.94""W";"33°33'18.25""S";"70°20'07.19""W";"33°56'49.70""S";"68°18'31.18""W";"35°39'57.92""S";"68°46'18.95""W";"35°16'01.38""S";"70°50'25.37""W";-34.61063;-69.56415;-33.55507;-70.33533;-33.94714;-68.30866;-35.66609;-68.77193;-35.26705;-70.84038;LC08_L1TP_232084_20161022_20170319_01_T1;LC08_L1TP_232084_20161022_20170319_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842016296LGN01
LC08_L1TP_232084_20161107_20170318_01_T1;LC82320842016312LGN01;07-11-2016;T1;1;232;84;232;84;NADIR;-0.001;18-03-2017;2016:312:14:27:57.8178510;2016:312:14:28:29.5878480;LGN;DAY;2.88;2.88;451;4;6.036;4.224;4.311;9;LPGS_2.7.0;58.79684439;61.77891465;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55499   (33°33'17.96""S)";" -70.32990   (70°19'47.64""W)";"-33.94696   (33°56'49.06""S)";" -68.30335   (68°18'12.06""W)";"-35.66599   (35°39'57.56""S)";" -68.76656   (68°45'59.62""W)";"-35.26704   (35°16'01.34""S)";" -70.83489  (70°50'05.60""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20161107135830_20161107153747.01;LT8BPF20161031082742_20161114181604.01;LC08CPF_20161001_20161231_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'37.98""S";"69°33'31.54""W";"33°33'17.96""S";"70°19'47.64""W";"33°56'49.06""S";"68°18'12.06""W";"35°39'57.56""S";"68°45'59.62""W";"35°16'01.34""S";"70°50'05.60""W";-34.61055;-69.55876;-33.55499;-70.3299;-33.94696;-68.30335;-35.66599;-68.76656;-35.26704;-70.83489;LC08_L1TP_232084_20161107_20170318_01_T1;LC08_L1TP_232084_20161107_20170318_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842016312LGN01
LC08_L1TP_232084_20170126_20170214_01_T1;LC82320842017026LGN00;26-01-2017;T1;1;232;84;232;84;NADIR;-0.001;14-02-2017;2017:026:14:27:43.0533880;2017:026:14:28:14.8233850;LGN;DAY;0.48;0.48;489;4;5.61;3.737;4.185;9;LPGS_2.7.0;54.53002198;72.4182706;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55311   (33°33'11.20""S)";" -70.31797   (70°19'04.69""W)";"-33.94473   (33°56'41.03""S)";" -68.29132   (68°17'28.75""W)";"-35.66834   (35°40'06.02""S)";" -68.75534   (68°45'19.22""W)";"-35.26972   (35°16'10.99""S)";" -70.82387  (70°49'25.93""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170126135903_20170126144406.02;LT8BPF20170126100746_20170211131243.01;LC08CPF_20170101_20170331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.81""S";"69°32'49.96""W";"33°33'11.20""S";"70°19'04.69""W";"33°56'41.03""S";"68°17'28.75""W";"35°40'06.02""S";"68°45'19.22""W";"35°16'10.99""S";"70°49'25.93""W";-34.61078;-69.54721;-33.55311;-70.31797;-33.94473;-68.29132;-35.66834;-68.75534;-35.26972;-70.82387;LC08_L1TP_232084_20170126_20170214_01_T1;LC08_L1TP_232084_20170126_20170214_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842017026LGN00
